date,meantemp,meantemp_rolling_7d,meantemp_lag_1d,meantemp_rolling_30d,meantemp_lag_7d,meanpressure,meanpressure_lag_1d,meanpressure_lag_7d,season_winter,humidity_rolling_30d,humidity_rolling_7d,humidity,humidity_lag_1d,humidity_lag_7d,season_summer,wind_speed_lag_7d,season_spring,wind_speed_lag_1d,wind_speed,month,day_of_year,target
2013-01-21,11.2,13.409523809523808,11.285714285714286,11.394987468671678,12.833333333333334,1021.0,1020.2857142857144,1015.1666666666666,1,75.98208020050124,80.06802721088435,77.0,75.28571428571429,88.16666666666667,0,0.6166666666666667,0,8.471428571428572,2.22,1,21,9.5
2013-01-22,9.5,12.664625850340135,11.2,11.300238095238097,14.714285714285714,1021.8,1021.0,1015.8571428571428,1,76.16630952380953,81.18367346938776,79.66666666666667,77.0,71.85714285714286,0,0.5285714285714286,0,2.22,3.0833333333333335,1,22,14.0
2013-01-23,14.0,12.68843537414966,9.5,11.428798185941044,13.833333333333334,1020.5,1021.8,1016.6666666666666,1,75.4044217687075,77.39795918367348,60.166666666666664,79.66666666666667,86.66666666666667,0,0.0,0,3.0833333333333335,3.0833333333333335,1,23,13.833333333333334
2013-01-24,13.833333333333334,12.30748299319728,14.0,11.538095238095238,16.5,1020.5,1020.5,1015.8333333333334,1,74.73452380952381,74.5170068027211,60.666666666666664,60.166666666666664,80.83333333333333,0,0.0,0,3.0833333333333335,6.166666666666667,1,24,12.25
2013-01-25,12.25,12.0812925170068,13.833333333333334,11.56904761904762,13.833333333333334,1020.75,1020.5,1014.5,1,74.39824016563146,70.921768707483,67.0,60.666666666666664,92.16666666666669,0,8.950000000000001,0,6.166666666666667,5.55,1,25,12.666666666666666
2013-01-26,12.666666666666666,12.105102040816323,12.25,11.614781746031746,12.5,1019.6666666666666,1020.75,1021.6666666666666,1,74.08998015873016,69.54081632653062,67.0,67.0,76.66666666666667,0,5.883333333333333,0,5.55,6.800000000000001,1,26,12.857142857142858
2013-01-27,12.857142857142858,12.329591836734696,12.666666666666666,11.664476190476192,11.285714285714286,1018.1428571428572,1019.6666666666666,1020.2857142857144,1,73.7492380952381,68.15306122448979,65.57142857142857,67.0,75.28571428571429,0,8.471428571428572,0,6.800000000000001,5.557142857142857,1,27,14.833333333333334
2013-01-28,14.833333333333334,12.848639455782314,12.857142857142858,11.786355311355312,11.2,1017.8333333333334,1018.1428571428572,1021.0,1,73.06657509157509,65.15306122448979,56.0,65.57142857142857,77.0,0,2.22,0,5.557142857142857,3.7,1,28,14.125
2013-01-29,14.125,13.509353741496598,14.833333333333334,11.872971781305116,9.5,1016.625,1017.8333333333334,1021.8,1,72.78633156966491,63.12925170068028,65.5,56.0,79.66666666666667,0,3.0833333333333335,0,3.7,3.7,1,29,14.714285714285714
2013-01-30,14.714285714285714,13.611394557823129,14.125,11.974447278911564,14.0,1017.8571428571428,1016.625,1020.5,1,72.70212585034014,64.59523809523809,70.42857142857143,65.5,60.166666666666664,0,3.0833333333333335,0,3.7,1.0571428571428572,1,30,16.2
2013-01-31,16.2,13.949489795918367,14.714285714285714,12.120155993431856,13.833333333333334,1018.4,1017.8571428571428,1020.5,1,72.4572249589491,65.3,65.6,70.42857142857143,60.666666666666664,0,6.166666666666667,0,1.0571428571428572,2.96,1,31,16.0
2013-02-01,16.0,14.485204081632654,16.2,12.249484126984129,12.25,1016.0,1018.4,1020.75,1,72.47531746031746,66.15714285714286,73.0,65.6,67.0,0,5.55,0,2.96,2.22,2,32,16.285714285714285
2013-02-02,16.285714285714285,15.002210884353742,16.0,12.459007936507936,12.666666666666666,1017.1428571428572,1016.0,1019.6666666666666,1,72.24436507936508,67.66734693877551,77.57142857142857,73.0,67.0,0,6.800000000000001,0,2.22,1.3285714285714287,2,33,18.0
2013-02-03,18.0,15.736904761904762,16.285714285714285,12.812341269841273,12.857142857142858,1015.2857142857144,1017.1428571428572,1018.1428571428572,1,71.6134126984127,67.66734693877551,65.57142857142857,77.57142857142857,65.57142857142857,0,5.557142857142857,0,1.3285714285714287,1.8571428571428572,2,34,17.428571428571427
2013-02-04,17.428571428571427,16.10765306122449,18.0,13.154404761904765,14.833333333333334,1014.5714285714286,1015.2857142857144,1017.8333333333334,1,71.18960317460318,70.2795918367347,74.28571428571429,65.57142857142857,56.0,0,3.7,0,1.8571428571428572,11.114285714285714,2,35,16.625
2013-02-05,16.625,16.464795918367347,17.428571428571427,13.41968253968254,14.125,1014.5714285714286,1014.5714285714286,1016.625,1,71.89099206349206,74.11887755102042,92.375,74.28571428571429,65.5,0,3.7,0,11.114285714285714,11.114285714285714,2,36,16.666666666666668
2013-02-06,16.666666666666668,16.743707482993194,16.625,13.775238095238096,14.714285714285714,1018.6666666666666,1014.5714285714286,1017.8571428571428,1,71.37432539682541,74.24812925170068,71.33333333333333,92.375,70.42857142857143,0,1.0571428571428572,0,11.114285714285714,8.633333333333333,2,37,16.666666666666668
2013-02-07,16.666666666666668,16.810374149659864,16.666666666666668,14.097460317460316,16.2,1018.6,1018.6666666666666,1018.4,1,70.7343253968254,73.3624149659864,59.4,71.33333333333333,65.6,0,2.96,0,8.633333333333333,10.74,2,38,14.0
2013-02-08,14.0,16.52465986394558,16.666666666666668,14.268888888888888,16.0,1017.1428571428572,1018.6,1016.0,1,70.95813492063492,72.99506802721088,70.42857142857143,59.4,73.0,0,2.22,0,10.74,9.257142857142856,2,39,15.428571428571429
2013-02-09,15.428571428571429,16.402210884353742,14.0,14.316507936507938,16.285714285714285,1016.8571428571428,1017.1428571428572,1017.1428571428572,1,71.29265873015873,70.66853741496598,61.285714285714285,70.42857142857143,77.57142857142857,0,1.3285714285714287,0,9.257142857142856,9.257142857142856,2,40,15.25
2013-02-10,15.25,16.0093537414966,15.428571428571429,14.458174603174603,18.0,1017.125,1016.8571428571428,1015.2857142857144,1,71.6093253968254,71.51547619047619,71.5,61.285714285714285,65.57142857142857,0,1.8571428571428572,0,9.257142857142856,3.4749999999999996,2,41,15.875
2013-02-11,15.875,15.787414965986397,15.25,14.463531746031746,17.428571428571427,1016.5,1017.125,1014.5714285714286,1,72.24980158730159,70.97465986394558,70.5,71.5,74.28571428571429,0,11.114285714285714,0,3.4749999999999996,5.325,2,42,15.333333333333334
2013-02-12,15.333333333333334,15.602891156462585,15.875,14.50797619047619,16.625,1017.5,1016.5,1014.5714285714286,1,72.12757936507937,67.82585034013604,70.33333333333333,70.5,92.375,0,11.114285714285714,0,5.325,7.416666666666667,2,43,16.285714285714285
2013-02-13,16.285714285714285,15.548469387755103,15.333333333333334,14.623055555555556,16.666666666666668,1016.0,1017.5,1018.6666666666666,1,71.52678571428572,67.65578231292517,70.14285714285714,70.33333333333333,71.33333333333333,0,8.633333333333333,0,7.416666666666667,6.085714285714287,2,44,17.333333333333332
2013-02-14,17.333333333333332,15.643707482993197,16.285714285714285,14.710357142857143,16.666666666666668,1014.1666666666666,1016.0,1018.6,1,71.2593253968254,68.28911564625851,63.833333333333336,70.14285714285714,59.4,0,10.74,0,6.085714285714287,4.333333333333333,2,45,19.166666666666668
2013-02-15,19.166666666666668,16.381802721088437,17.333333333333332,14.88813492063492,14.0,1011.6666666666666,1014.1666666666666,1017.1428571428572,1,70.54821428571428,67.56122448979592,65.33333333333333,63.833333333333336,70.42857142857143,0,9.257142857142856,0,4.333333333333333,10.183333333333335,2,46,14.428571428571429
2013-02-16,14.428571428571429,16.23894557823129,19.166666666666668,14.8190873015873,15.428571428571429,1008.0,1011.6666666666666,1016.8571428571428,1,70.94424603174602,72.05102040816327,92.71428571428572,65.33333333333333,61.285714285714285,0,9.257142857142856,0,10.183333333333335,8.485714285714286,2,47,13.666666666666666
2013-02-17,13.666666666666666,16.012755102040817,14.428571428571429,14.813531746031746,15.25,1012.6666666666666,1008.0,1017.125,1,70.87202380952381,74.6938775510204,90.0,92.71428571428572,71.5,0,3.4749999999999996,0,8.485714285714286,0.0,2,48,15.6
2013-02-18,15.6,15.973469387755102,13.666666666666666,14.916865079365078,15.875,1016.2,1012.6666666666666,1016.5,1,70.9298015873016,75.82244897959184,78.4,90.0,70.5,0,5.325,0,0.0,12.220000000000002,2,49,15.857142857142858
2013-02-19,15.857142857142858,16.048299319727892,15.6,15.069246031746031,15.333333333333334,1015.7142857142856,1016.2,1017.5,1,71.1536111111111,77.4891156462585,82.0,78.4,70.33333333333333,0,7.416666666666667,0,12.220000000000002,5.814285714285715,2,50,17.714285714285715
2013-02-20,17.714285714285715,16.252380952380953,15.857142857142858,15.28638888888889,16.285714285714285,1017.0,1015.7142857142856,1016.0,1,71.07742063492063,78.14217687074829,74.71428571428571,82.0,70.14285714285714,0,6.085714285714287,0,5.814285714285715,5.814285714285715,2,51,20.0
2013-02-21,20.0,16.633333333333333,17.714285714285715,15.63638888888889,17.333333333333332,1015.4285714285714,1017.0,1014.1666666666666,1,70.66472222222222,78.63537414965988,67.28571428571429,74.71428571428571,63.833333333333336,0,4.333333333333333,0,5.814285714285715,6.614285714285714,2,52,20.5
2013-02-22,20.5,16.823809523809523,20.0,15.853055555555557,19.166666666666668,1016.0,1015.4285714285714,1011.6666666666666,1,70.84666666666666,78.67704081632652,65.625,67.28571428571429,65.33333333333333,0,10.183333333333335,0,6.614285714285714,10.875000000000002,2,53,17.428571428571427
2013-02-23,17.428571428571427,17.252380952380953,20.5,15.972896825396823,14.428571428571429,1017.0,1016.0,1008.0,1,71.31968253968255,76.12602040816327,74.85714285714286,65.625,92.71428571428572,0,8.485714285714286,0,10.875000000000002,9.257142857142856,2,54,16.857142857142858
2013-02-24,16.857142857142858,17.708163265306123,17.428571428571427,16.126468253968252,13.666666666666666,1018.8571428571428,1017.0,1012.6666666666666,1,71.71492063492063,74.5341836734694,78.85714285714286,74.85714285714286,90.0,0,0.0,0,9.257142857142856,7.400000000000001,2,55,16.875
2013-02-25,16.875,17.89030612244898,16.857142857142858,16.26674603174603,15.6,1018.25,1018.8571428571428,1016.2,1,71.91075396825396,73.74489795918369,72.875,78.85714285714286,78.4,0,12.220000000000002,0,7.400000000000001,4.6375,2,56,17.857142857142858
2013-02-26,17.857142857142858,18.176020408163264,16.875,16.4334126984127,15.857142857142858,1015.1428571428572,1018.25,1015.7142857142856,1,72.05837301587302,72.03061224489797,70.0,72.875,82.0,0,5.814285714285715,0,4.6375,17.587500000000002,2,57,20.8
2013-02-27,20.8,18.61683673469388,17.857142857142858,16.632301587301587,17.714285714285715,1015.2,1015.1428571428572,1017.0,1,72.09837301587301,69.52857142857142,57.2,70.0,74.71428571428571,0,5.814285714285715,0,17.587500000000002,6.660000000000001,2,58,19.428571428571427
2013-02-28,19.428571428571427,18.535204081632653,20.8,16.8090873015873,20.0,1017.4285714285714,1015.2,1015.4285714285714,1,71.67694444444444,67.46734693877552,52.857142857142854,57.2,67.28571428571429,0,6.614285714285714,0,6.660000000000001,12.957142857142856,2,59,17.333333333333332
2013-03-01,17.333333333333332,18.0828231292517,19.428571428571427,16.89638888888889,20.5,1016.3333333333334,1017.4285714285714,1016.0,0,70.97376984126983,65.13996598639456,49.333333333333336,52.857142857142854,65.625,0,10.875000000000002,1,12.957142857142856,24.066666666666663,3,60,19.0
2013-03-02,19.0,18.307312925170063,17.333333333333332,16.989722222222223,17.428571428571427,1016.25,1016.3333333333334,1017.0,0,70.58710317460319,62.160374149659866,54.0,49.333333333333336,74.85714285714286,0,9.257142857142856,1,24.066666666666663,15.725,3,61,19.333333333333332
2013-03-03,19.333333333333332,18.661054421768707,19.0,17.100833333333334,16.857142857142858,1016.1666666666666,1016.25,1018.8571428571428,0,70.24821428571428,59.87125850340136,62.833333333333336,54.0,78.85714285714286,0,7.400000000000001,1,15.725,8.633333333333333,3,62,17.6
2013-03-04,17.6,18.764625850340135,19.333333333333332,17.14464285714286,16.875,1015.8,1016.1666666666666,1018.25,0,70.02916666666667,59.603401360544225,71.0,62.833333333333336,72.875,0,4.6375,1,8.633333333333333,5.5600000000000005,3,63,20.875
2013-03-05,20.875,19.195748299319728,17.6,17.240476190476194,17.857142857142858,1016.375,1015.8,1015.1428571428572,0,69.90595238095239,58.44268707482994,61.875,71.0,70.0,0,17.587500000000002,1,5.5600000000000005,4.1625000000000005,3,64,20.857142857142858
2013-03-06,20.857142857142858,19.203911564625848,20.875,17.354761904761904,20.8,1015.7142857142856,1016.375,1015.2,0,69.60595238095239,59.597789115646265,65.28571428571429,61.875,57.2,0,6.660000000000001,1,4.1625000000000005,6.871428571428573,3,65,24.166666666666668
2013-03-08,24.166666666666668,19.88078231292517,20.857142857142858,17.606150793650794,19.428571428571427,1014.8333333333334,1015.7142857142856,1017.4285714285714,0,68.02123015873016,58.451530612244895,44.833333333333336,65.28571428571429,52.857142857142854,0,12.957142857142856,1,6.871428571428573,7.1000000000000005,3,67,25.428571428571427
2013-03-09,25.428571428571427,21.03724489795918,24.166666666666668,17.898214285714285,17.333333333333332,1009.2857142857144,1014.8333333333334,1016.3333333333334,0,67.30059523809524,58.50595238095239,49.714285714285715,44.833333333333336,49.333333333333336,0,24.066666666666663,1,7.1000000000000005,5.285714285714286,3,68,23.142857142857142
2013-03-10,23.142857142857142,21.629081632653055,25.428571428571427,18.1140873015873,19.0,1008.0,1009.2857142857144,1016.25,0,67.23964285714285,59.01615646258504,57.57142857142857,49.714285714285715,54.0,0,15.725,1,5.285714285714286,4.228571428571429,3,69,24.0
2013-03-11,24.0,22.29574829931973,23.142857142857142,18.447420634920636,19.333333333333332,1011.1666666666666,1008.0,1016.1666666666666,0,67.10313492063491,59.516156462585045,66.33333333333333,57.57142857142857,62.833333333333336,0,8.633333333333333,1,4.228571428571429,0.9333333333333332,3,70,23.5
2013-03-12,23.5,23.138605442176868,24.0,18.71646825396825,17.6,1011.5,1011.1666666666666,1015.8,0,67.14361111111111,58.30187074829933,62.5,66.33333333333333,71.0,0,5.5600000000000005,1,0.9333333333333332,4.933333333333334,3,71,21.5
2013-03-13,21.5,23.227891156462583,23.5,18.924801587301587,20.875,1009.0,1011.5,1016.375,0,67.11027777777778,59.53401360544218,70.5,62.5,61.875,0,4.1625000000000005,1,4.933333333333334,5.55,3,72,22.333333333333332
2013-03-14,22.333333333333332,23.438775510204085,21.5,19.14007936507937,20.857142857142858,1013.1666666666666,1009.0,1015.7142857142856,0,66.79916666666666,58.945578231292515,61.166666666666664,70.5,65.28571428571429,0,6.871428571428573,1,5.55,12.033333333333331,3,73,24.166666666666668
2013-03-15,24.166666666666668,23.43877551020408,22.333333333333332,19.434523809523807,24.166666666666668,1016.1666666666666,1013.1666666666666,1014.8333333333334,0,65.9825,59.088435374149654,45.833333333333336,61.166666666666664,44.833333333333336,0,7.1000000000000005,1,12.033333333333331,7.716666666666668,3,74,20.333333333333332
2013-03-16,20.333333333333332,22.7108843537415,24.166666666666668,19.569444444444446,25.428571428571427,1016.1666666666666,1016.1666666666666,1009.2857142857144,0,65.89996031746031,61.6530612244898,67.66666666666667,45.833333333333336,49.714285714285715,0,5.285714285714286,1,7.716666666666668,3.7,3,75,22.666666666666668
2013-03-17,22.666666666666668,22.642857142857142,20.333333333333332,19.74722222222222,23.142857142857142,1015.0,1016.1666666666666,1008.0,0,65.7277380952381,61.80952380952381,58.666666666666664,67.66666666666667,57.57142857142857,0,4.228571428571429,1,3.7,8.95,3,76,23.428571428571427
2013-03-18,23.428571428571427,22.56122448979592,22.666666666666668,19.889285714285716,24.0,1009.4285714285714,1015.0,1011.1666666666666,0,65.48805555555556,60.63945578231293,58.142857142857146,58.666666666666664,66.33333333333333,0,0.9333333333333332,1,8.95,17.457142857142856,3,77,22.5
2013-03-19,22.5,22.418367346938776,23.428571428571427,20.158333333333335,23.5,1011.0,1009.4285714285714,1011.5,0,64.85313492063491,62.234693877551024,73.66666666666667,58.142857142857146,62.5,0,4.933333333333334,1,17.457142857142856,10.483333333333333,3,78,29.166666666666668
2013-03-20,29.166666666666668,23.51360544217687,22.5,20.675,21.5,1009.5,1011.0,1009.0,0,63.06424603174603,57.35374149659864,36.333333333333336,73.66666666666667,70.5,0,5.55,1,10.483333333333333,6.800000000000001,3,79,25.25
2013-03-22,25.25,23.930272108843536,29.166666666666668,20.996666666666663,22.333333333333332,1006.375,1009.5,1013.1666666666666,0,62.1259126984127,55.794217687074834,50.25,36.333333333333336,61.166666666666664,0,12.033333333333331,1,6.800000000000001,9.7125,3,81,27.375
2013-03-23,27.375,24.38860544217687,25.25,21.380595238095236,24.166666666666668,1006.375,1006.375,1016.1666666666666,0,61.0634126984127,56.40731292517007,50.125,50.25,45.833333333333336,0,7.716666666666668,1,9.7125,9.95,3,82,27.0
2013-03-24,27.0,25.340986394557824,27.375,21.69011904761905,20.333333333333332,1010.25,1006.375,1016.1666666666666,0,60.19793650793651,53.70493197278912,48.75,50.125,67.66666666666667,0,3.7,1,9.95,10.8875,3,83,23.5
2013-03-25,23.5,25.460034013605444,27.0,21.806785714285713,22.666666666666668,1010.625,1010.25,1015.0,0,59.47174603174604,51.82397959183674,45.5,48.75,58.666666666666664,0,8.95,1,10.8875,15.9625,3,84,24.142857142857142
2013-03-26,24.142857142857142,25.56207482993197,23.5,21.928214285714287,23.428571428571427,1008.8571428571428,1010.625,1009.4285714285714,0,58.76996031746032,49.88520408163265,44.57142857142857,45.5,58.142857142857146,0,17.457142857142856,1,15.9625,12.957142857142856,3,85,21.0
2013-03-27,21.0,25.347789115646258,24.142857142857142,22.047261904761907,22.5,1009.0,1008.8571428571428,1011.0,0,58.34138888888889,48.218537414965986,62.0,44.57142857142857,73.66666666666667,0,10.483333333333333,1,12.957142857142856,1.85,3,86,22.428571428571427
2013-03-28,22.428571428571427,24.385204081632654,21.0,22.23297619047619,29.166666666666668,1009.5714285714286,1009.0,1009.5,0,57.80329365079365,51.98724489795918,62.714285714285715,62.0,36.333333333333336,0,6.800000000000001,1,1.85,7.4142857142857155,3,87,21.25
2013-03-29,21.25,23.813775510204085,22.428571428571427,22.37880952380953,25.25,1009.75,1009.5714285714286,1006.375,0,57.71996031746031,54.86224489795918,70.375,62.714285714285715,50.25,0,9.7125,1,7.4142857142857155,7.4142857142857155,3,88,23.5
2013-03-30,23.5,23.260204081632654,21.25,22.56690476190476,27.375,1008.625,1009.75,1006.375,0,57.21162698412698,55.52295918367347,54.75,70.375,50.125,0,9.95,1,7.4142857142857155,7.4142857142857155,3,89,23.2
2013-03-31,23.2,22.71734693877551,23.5,22.64690476190476,27.0,1008.6,1008.625,1010.25,0,57.23829365079364,56.84438775510204,58.0,54.75,48.75,0,10.8875,1,7.4142857142857155,6.660000000000001,3,90,25.375
2013-04-01,25.375,22.985204081632652,23.2,22.845119047619047,23.5,1008.5,1008.6,1010.625,0,56.99305555555555,56.84438775510204,45.5,58.0,45.5,0,15.9625,1,6.660000000000001,6.660000000000001,4,91,25.166666666666668
2013-04-02,25.166666666666668,23.13146258503401,25.375,23.106230158730156,24.142857142857142,1009.5,1008.5,1008.8571428571428,0,57.04861111111111,57.76275510204082,51.0,45.5,44.57142857142857,0,12.957142857142856,1,6.660000000000001,8.65,4,92,26.2
2013-04-03,26.2,23.87431972789116,25.166666666666668,23.34623015873016,21.0,1009.0,1009.5,1009.0,0,56.76861111111111,55.41989795918367,45.6,51.0,62.0,0,1.85,1,8.65,8.14,4,93,24.6
2013-04-04,24.6,24.184523809523807,26.2,23.521785714285716,22.428571428571427,1007.8,1009.0,1009.5714285714286,0,56.0675,52.43214285714286,41.8,45.6,62.714285714285715,0,7.4142857142857155,1,8.14,11.12,4,94,25.6
2013-04-05,25.6,24.80595238095238,24.6,23.788452380952386,21.25,1007.0,1007.8,1009.75,0,54.73416666666667,46.80714285714286,31.0,41.8,70.375,0,7.4142857142857155,1,11.12,15.56,4,95,25.857142857142858
2013-04-06,25.857142857142858,25.14268707482993,25.6,23.95452380952381,23.5,1006.1428571428572,1007.0,1008.625,0,53.66690476190477,43.251020408163264,29.857142857142858,31.0,54.75,0,7.4142857142857155,1,15.56,11.900000000000002,4,96,29.142857142857142
2013-04-07,29.142857142857142,25.991666666666667,25.857142857142858,24.230714285714285,23.2,1005.0,1006.1428571428572,1008.6,0,52.26690476190476,38.29183673469388,23.285714285714285,29.857142857142858,58.0,0,6.660000000000001,1,11.900000000000002,10.314285714285717,4,97,28.714285714285715
2013-04-08,28.714285714285715,26.4687074829932,29.142857142857142,24.382301587301587,25.375,1006.0,1005.0,1008.5,0,51.90103174603175,36.628571428571426,33.857142857142854,23.285714285714285,45.5,0,6.660000000000001,1,10.314285714285717,5.3,4,98,30.166666666666668
2013-04-09,30.166666666666668,27.18299319727891,28.714285714285715,24.54023809523809,25.166666666666668,1005.3333333333334,1006.0,1009.5,0,51.260555555555555,33.699999999999996,30.5,33.857142857142854,51.0,0,8.65,1,5.3,8.65,4,99,30.0
2013-04-10,30.0,27.725850340136052,30.166666666666668,24.768809523809523,26.2,1005.3333333333334,1005.3333333333334,1009.0,0,50.274841269841275,31.185714285714283,28.0,30.5,45.6,0,8.14,1,8.65,6.1,4,100,30.0
2013-04-11,30.0,28.497278911564624,30.0,24.96880952380952,24.6,1006.4,1005.3333333333334,1007.8,0,48.870396825396824,28.67142857142857,24.2,28.0,41.8,0,11.12,1,6.1,7.780000000000001,4,101,28.857142857142858
2013-04-12,28.857142857142858,28.962585034013607,30.0,25.147380952380953,25.6,1007.5714285714286,1006.4,1007.0,0,47.87277777777777,28.89591836734694,32.57142857142857,24.2,31.0,0,15.56,1,7.780000000000001,6.342857142857143,4,102,30.2
2013-04-13,30.2,29.582993197278913,28.857142857142858,25.437380952380956,25.857142857142858,1008.4,1007.5714285714286,1006.1428571428572,0,46.496111111111105,28.802040816326528,29.2,32.57142857142857,29.857142857142858,0,11.900000000000002,1,6.342857142857143,10.000000000000002,4,103,28.25
2013-04-14,28.25,29.45544217687075,30.2,25.634603174603175,29.142857142857142,1007.0,1008.4,1005.0,0,45.76972222222222,31.100510204081633,39.375,29.2,23.285714285714285,0,10.314285714285717,1,10.000000000000002,6.487499999999999,4,104,28.25
2013-04-15,28.25,29.389115646258507,28.25,25.770714285714288,28.714285714285715,1003.875,1007.0,1006.0,0,45.621111111111105,32.17448979591837,41.375,39.375,33.857142857142854,0,5.3,1,6.487499999999999,6.25,4,105,32.125
2013-04-16,32.125,29.66887755102041,28.25,26.163769841269843,30.166666666666668,1000.0,1003.875,1005.3333333333334,0,44.18638888888889,31.335204081632657,24.625,41.375,30.5,0,8.65,1,6.25,10.425,4,106,29.2
2013-04-17,29.2,29.554591836734694,32.125,26.38154761904762,30.0,1002.2,1000.0,1005.3333333333334,0,43.0375,30.792346938775513,24.2,24.625,28.0,0,6.1,1,10.425,6.659999999999999,4,107,30.285714285714285
2013-04-18,30.285714285714285,29.595408163265308,29.2,26.610119047619047,30.0,1002.8571428571428,1002.2,1006.4,0,42.10892857142857,31.661734693877552,30.285714285714285,24.2,24.2,0,7.780000000000001,1,6.659999999999999,4.757142857142858,4,108,28.285714285714285
2013-04-19,28.285714285714285,29.51377551020408,30.285714285714285,26.80297619047619,28.857142857142858,1002.5714285714286,1002.8571428571428,1007.5714285714286,0,40.69623015873016,31.478061224489796,31.285714285714285,30.285714285714285,32.57142857142857,0,6.342857142857143,1,4.757142857142858,3.971428571428571,4,109,30.625
2013-04-20,30.625,29.574489795918364,28.285714285714285,26.8515873015873,30.2,1003.375,1002.5714285714286,1008.4,0,40.45178571428572,31.449489795918367,29.0,31.285714285714285,29.2,0,10.000000000000002,1,3.971428571428571,7.6375,4,110,27.666666666666668
2013-04-21,27.666666666666668,29.49115646258503,30.625,26.93214285714286,28.25,1006.8333333333334,1003.375,1007.0,0,40.0656746031746,31.34829931972789,38.666666666666664,29.0,39.375,0,6.487499999999999,1,7.6375,13.883333333333333,4,111,27.375
2013-04-22,27.375,29.36615646258503,27.666666666666668,26.93214285714286,28.25,1010.0,1006.8333333333334,1003.875,0,39.90734126984127,31.919727891156462,45.375,38.666666666666664,41.375,0,6.25,1,13.883333333333333,7.650000000000001,4,112,28.625
2013-04-23,28.625,28.86615646258503,27.375,26.986309523809528,32.125,1009.875,1010.0,1000.0,0,39.7531746031746,34.70544217687075,44.125,45.375,24.625,0,10.425,1,7.650000000000001,4.625000000000001,4,113,31.142857142857142
2013-04-25,31.142857142857142,29.143707482993197,28.625,27.24107142857143,29.2,1007.7142857142856,1009.875,1002.2,0,39.51269841269841,36.71768707482993,38.285714285714285,44.125,24.2,0,6.659999999999999,1,4.625000000000001,3.7,4,115,29.875
